revision;file;methodsignature;leftbody;basebody;rightbody
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_889db1c_34f4ca7/rev_889db1c-34f4ca7;/src/test/java/org/elasticsearch/discovery/ZenUnicastDiscoveryTests;nodeSettings(int);        ImmutableSettings.Builder builder = ImmutableSettings.settingsBuilder()
                .put(super.nodeSettings(nodeOrdinal))
                .put("discovery.type", "zen")
                .put("discovery.zen.ping.multicast.enabled", false)
                .put("http.enabled", false); // just to make test quicker
                .put(HUNSPELL_LAZY_LOAD.getKey(), randomBoolean())
                .put(HUNSPELL_IGNORE_CASE.getKey(), true);                .put("path.conf", getDataPath("/indices/analyze/conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
                .put(HUNSPELL_IGNORE_CASE, true);                .put(Environment.PATH_CONF_SETTING.getKey(), getDataPath("/indices/analyze/conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
                .put(HUNSPELL_IGNORE_CASE, true)
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ad7fec8_e9bb3d3/rev_ad7fec8-e9bb3d3;/core/src/test/java/org/elasticsearch/indices/analyze/HunspellServiceIT;testDicWithNoAff();                .put("path.conf", getDataPath("/indices/analyze/no_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD.getKey(), randomBoolean());                .put("path.conf", getDataPath("/indices/analyze/no_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean());                .put(Environment.PATH_CONF_SETTING.getKey(), getDataPath("/indices/analyze/no_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ad7fec8_e9bb3d3/rev_ad7fec8-e9bb3d3;/core/src/test/java/org/elasticsearch/indices/analyze/HunspellServiceIT;testDicWithTwoAffs();                .put("path.conf", getDataPath("/indices/analyze/two_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD.getKey(), randomBoolean());                .put("path.conf", getDataPath("/indices/analyze/two_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean());                .put(Environment.PATH_CONF_SETTING.getKey(), getDataPath("/indices/analyze/two_aff_conf_dir"))
                .put(HUNSPELL_LAZY_LOAD, randomBoolean())
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_e6f9cbc_ec31fec/rev_e6f9cbc-ec31fec;/core/src/main/java/org/elasticsearch/search/aggregations/bucket/filter/FilterAggregator;createInternal(AggregationContext,Aggregator,boolean,List<PipelineAggregator>,Map<String,Object>);            Query filter = this.filter.toQuery(context.searchContext().indexShard().getQueryShardContext());
            return new FilterAggregator(name, filter, factories, context, parent, pipelineAggregators, metaData);;            return new FilterAggregator(name, filter, factories, context, parent, pipelineAggregators, metaData);;            IndexSearcher contextSearcher = context.searchContext().searcher();
            if (searcher != contextSearcher) {
                searcher = contextSearcher;
                weight = contextSearcher.createNormalizedWeight(filter, false);
            }
            return new FilterAggregator(name, weight, factories, context, parent, pipelineAggregators, metaData);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_687aade_0b0a251/rev_687aade-0b0a251;/core/src/test/java/org/elasticsearch/plugins/PluginCliTests;testHelpWorks();        /*
        CliToolTestCase.CaptureOutputTerminal terminal = new CliToolTestCase.CaptureOutputTerminal();;        CliToolTestCase.CaptureOutputTerminal terminal = new CliToolTestCase.CaptureOutputTerminal();;        MockTerminal terminal = new MockTerminal();
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_838c7dd_ef4293a/rev_838c7dd-ef4293a;/core/src/test/java/org/elasticsearch/cluster/DiskUsageTests;testFillShardLevelInfo();        final Index index = new Index("test", "_na_");
        ShardRouting test_0 = ShardRouting.newUnassigned(index, 0, null, 1, false, new UnassignedInfo(UnassignedInfo.Reason.INDEX_CREATED, "foo"));;        final Index index = new Index("test", "_na_");
        ShardRouting test_0 = ShardRouting.newUnassigned(index, 0, null, false, new UnassignedInfo(UnassignedInfo.Reason.INDEX_CREATED, "foo"));;        final Index index = new Index("test", "0xdeadbeef");
        ShardRouting test_0 = ShardRouting.newUnassigned(index, 0, null, false, new UnassignedInfo(UnassignedInfo.Reason.INDEX_CREATED, "foo"));
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_838c7dd_ef4293a/rev_838c7dd-ef4293a;/core/src/test/java/org/elasticsearch/cluster/DiskUsageTests;testFillShardLevelInfo();        ShardStats[] stats = new ShardStats[]{
                new ShardStats(test_0, new ShardPath(false, test0Path, test0Path, "0xdeadbeef", test_0.shardId()), commonStats0, null, null),
                new ShardStats(test_1, new ShardPath(false, test1Path, test1Path, "0xdeadbeef", test_1.shardId()), commonStats1, null, null);        ShardStats[] stats  = new ShardStats[] {
                new ShardStats(test_0, new ShardPath(false, test0Path, test0Path, "0xdeadbeef", test_0.shardId()), commonStats0 , null),
                new ShardStats(test_1, new ShardPath(false, test1Path, test1Path, "0xdeadbeef", test_1.shardId()), commonStats1 , null);        ShardStats[] stats  = new ShardStats[] {
                new ShardStats(test_0, new ShardPath(false, test0Path, test0Path, test_0.shardId()), commonStats0 , null),
                new ShardStats(test_1, new ShardPath(false, test1Path, test1Path, test_1.shardId()), commonStats1 , null)
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_801d178_63b754a/rev_801d178-63b754a;/core/src/main/java/org/elasticsearch/search/sort/FieldSortBuilder;fromXContent(QueryParseContext,String);                    missing = parser.objectBytes();;                    missing = parser.objectBytes();
                } else if (context.parseFieldMatcher().match(currentFieldName, REVERSE)) {
                    if (parser.booleanValue()) {
                        order = SortOrder.DESC;
                    }
                    // else we keep the default ASC;                    missing = parser.objectText();
                } else if (context.parseFieldMatcher().match(currentFieldName, REVERSE)) {
                    if (parser.booleanValue()) {
                        order = SortOrder.DESC;
                    }
                    // else we keep the default ASC
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a56a9cb_f6074d3/rev_a56a9cb-f6074d3;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/LField;load(MethodWriter);    void load(MethodWriter adapter) {
        if (java.lang.reflect.Modifier.isStatic(field.modifiers)) {
            adapter.getStatic(field.owner.type, field.javaName, field.type.type);;    void load(MethodWriter adapter) {
        if (java.lang.reflect.Modifier.isStatic(field.reflect.getModifiers())) {
            adapter.getStatic(field.owner.type, field.reflect.getName(), field.type.type);;    void load(MethodWriter writer) {
        if (java.lang.reflect.Modifier.isStatic(field.reflect.getModifiers())) {
            writer.getStatic(field.owner.type, field.reflect.getName(), field.type.type);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a56a9cb_f6074d3/rev_a56a9cb-f6074d3;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/LField;store(MethodWriter);    void store(MethodWriter adapter) {
        if (java.lang.reflect.Modifier.isStatic(field.modifiers)) {
            adapter.putStatic(field.owner.type, field.javaName, field.type.type);;    void store(MethodWriter adapter) {
        if (java.lang.reflect.Modifier.isStatic(field.reflect.getModifiers())) {
            adapter.putStatic(field.owner.type, field.reflect.getName(), field.type.type);;    void store(MethodWriter writer) {
        if (java.lang.reflect.Modifier.isStatic(field.reflect.getModifiers())) {
            writer.putStatic(field.owner.type, field.reflect.getName(), field.type.type);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_a56a9cb_f6074d3/rev_a56a9cb-f6074d3;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/LCall;load(MethodWriter);        if (java.lang.reflect.Modifier.isStatic(method.modifiers)) {
            adapter.invokeStatic(method.owner.type, method.method);;        if (java.lang.reflect.Modifier.isStatic(method.reflect.getModifiers())) {
            adapter.invokeStatic(method.owner.type, method.method);;        if (java.lang.reflect.Modifier.isStatic(method.reflect.getModifiers())) {
            writer.invokeStatic(method.owner.type, method.method);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SIfElse;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SCatch;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SDo;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SFor;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/EChain;write(MethodWriter);        // For the case where the chain represents a String concatenation
        // we must first write debug information, and then depending on the
        // Java version write a StringBuilder or track types going onto the
        // stack.  This must be done before the links in the chain are read
        // because we need the StringBuilder to be placed on the stack
        // ahead of any potential concatenation arguments.
        if (cat) {
            writer.writeDebugInfo(offset);;        if (cat) {
            writer.writeDebugInfo(offset);
        }

        if (cat) {;        // can cause class cast exception among other things at runtime
        writer.writeDebugInfo(location);

        if (cat) {
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SWhile;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SIf;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/STry;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_9a0d0d7_d8056c8/rev_9a0d0d7-d8056c8;/modules/lang-painless/src/main/java/org/elasticsearch/painless/node/SDeclaration;write(MethodWriter);        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(offset);;        writer.writeStatementOffset(location);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_90ef933_be168f5/rev_90ef933-be168f5;/core/src/main/java/org/elasticsearch/action/DocWriteResponse;toXContent(XContentBuilder,Params);                .field(Fields._TYPE, type)
                .field(Fields._ID, id)
                .field(Fields._VERSION, version);;            .field(Fields._TYPE, type)
            .field(Fields._ID, id)
            .field(Fields._VERSION, version);;            .field(Fields._TYPE, type)
            .field(Fields._ID, id)
            .field(Fields._VERSION, version)
            .field("forced_refresh", forcedRefresh);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_bd94c62_3871555/rev_bd94c62-3871555;/modules/lang-painless/src/main/java/org/elasticsearch/painless/antlr/PainlessParser;funcref();      enterOuterAlt(_localctx, 1);
      {
      setState(437);
      match(TYPE);
      setState(438);
      match(REF);
      setState(439);
      _la = _input.LA(1);
      if ( !(_la==NEW || _la==ID) ) {
      _errHandler.recoverInline(this);
      } else {
        consume();
      };      enterOuterAlt(_localctx, 1);
      {
      setState(201);
      match(TYPE);
      setState(202);
      match(REF);
      setState(203);
      _la = _input.LA(1);
      if ( !(_la==NEW || _la==ID) ) {
      _errHandler.recoverInline(this);
      } else {
        consume();
      };      setState(207);
      switch (_input.LA(1)) {
      case TYPE:
        enterOuterAlt(_localctx, 1);
        {
        setState(201);
        match(TYPE);
        setState(202);
        match(REF);
        setState(203);
        _la = _input.LA(1);
        if ( !(_la==NEW || _la==ID) ) {
        _errHandler.recoverInline(this);
        } else {
          consume();
        }
        }
        break;
      case ID:
        enterOuterAlt(_localctx, 2);
        {
        setState(204);
        match(ID);
        setState(205);
        match(REF);
        setState(206);
        match(ID);
        }
        break;
      default:
        throw new NoViableAltException(this);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_bd94c62_3871555/rev_bd94c62-3871555;/modules/lang-painless/src/main/java/org/elasticsearch/painless/antlr/PainlessParser;argument();        setState(410);
        lambda();
        }
        break;
      case 3:
        enterOuterAlt(_localctx, 3);
        {
        setState(411);;        setState(410);;        setState(414);
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_c809671_85402d5/rev_c809671-85402d5;/core/src/main/java/org/elasticsearch/indices/recovery/RemoteRecoveryTargetHandler;finalizeRecovery();    public FinalizeResponse finalizeRecovery() {
        return transportService.submitRequest(targetNode, RecoveryTargetService.Actions.FINALIZE,;    public void finalizeRecovery() {
        transportService.submitRequest(targetNode, RecoveryTargetService.Actions.FINALIZE,;    public void finalizeRecovery() {
        transportService.submitRequest(targetNode, PeerRecoveryTargetService.Actions.FINALIZE,
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_c809671_85402d5/rev_c809671-85402d5;/core/src/main/java/org/elasticsearch/action/index/IndexResponse;toString();        builder.append(",created=").append(created);
        builder.append(",seqNo=").append(getSeqNo());
        builder.append(",shards=").append(getShardInfo());;        builder.append(",created=").append(created);
        builder.append(",shards=").append(getShardInfo());;        builder.append(",result=").append(getResult().getLowercase());
        builder.append(",shards=").append(Strings.toString(getShardInfo(), true));
/home/ramdisk/experiment5/projects/elasticsearch/revisions/rev_ce6f6d3_6174e21/rev_ce6f6d3-6174e21;/core/src/main/java/org/elasticsearch/search/aggregations/metrics/tophits/TopHitsAggregatorFactory;createInternal(Aggregator,boolean,List<PipelineAggregator>,Map<String,Object>);        if (scriptFields != null) {
            for (ScriptFieldsContext.ScriptField field : scriptFields) {
                subSearchContext.scriptFields().add(field);
            };        if (scriptFields != null) {
            for (ScriptField field : scriptFields) {
                SearchScript searchScript = subSearchContext.scriptService().search(subSearchContext.lookup(), field.script(),
                        ScriptContext.Standard.SEARCH, Collections.emptyMap());
                subSearchContext.scriptFields().add(new org.elasticsearch.search.fetch.subphase.ScriptFieldsContext.ScriptField(
                        field.fieldName(), searchScript, field.ignoreFailure()));
            };        for (ScriptFieldsContext.ScriptField field : scriptFields) {
            subSearchContext.scriptFields().add(field);
