revision;pairOfImportedPackages;pairOfImportedPackageAndMember;pairOfImportedPackageAndMemberUsed;pairOfImportedSameMember;totalInsertedImports
/experiment/projects/dropwizard-metrics/revisions/rev_f8b1f21_f042ce4/rev_f8b1f21-f042ce4.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_427eaad_95c27d1/rev_427eaad-95c27d1.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_1a541a3_92f6db5/rev_1a541a3-92f6db5.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_09a753a_86cfca7/rev_09a753a-86cfca7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_75660f1_9d9cd3d/rev_75660f1-9d9cd3d.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_e44d103_6edc805/rev_e44d103-6edc805.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c1cd3ba_2409c5d/rev_c1cd3ba-2409c5d.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_731533b_eff16d8/rev_731533b-eff16d8.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_6a8d417_caba0ff/rev_6a8d417-caba0ff.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_1d92685_1bc9405/rev_1d92685-1bc9405.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4442ce4_c0ad6e2/rev_4442ce4-c0ad6e2.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_2fd5913_98e83fd/rev_2fd5913-98e83fd.revisions;0;0;0;0;21
/experiment/projects/dropwizard-metrics/revisions/rev_6b96ae0_e605768/rev_6b96ae0-e605768.revisions;0;0;0;0;5
/experiment/projects/dropwizard-metrics/revisions/rev_1d5f280_2fce902/rev_1d5f280-2fce902.revisions;0;0;0;0;5
/experiment/projects/dropwizard-metrics/revisions/rev_debabb7_119fddb/rev_debabb7-119fddb.revisions;0;0;0;0;19
/experiment/projects/dropwizard-metrics/revisions/rev_a8de38b_0e127b8/rev_a8de38b-0e127b8.revisions;0;0;0;0;51
/experiment/projects/dropwizard-metrics/revisions/rev_6ed989a_09b188d/rev_6ed989a-09b188d.revisions;0;0;0;0;19
/experiment/projects/dropwizard-metrics/revisions/rev_8bd4c4f_0cb7e41/rev_8bd4c4f-0cb7e41.revisions;0;0;0;0;19
/experiment/projects/dropwizard-metrics/revisions/rev_761d6aa_34aa76b/rev_761d6aa-34aa76b.revisions;0;0;0;0;70
/experiment/projects/dropwizard-metrics/revisions/rev_0c5eb72_fd2f1fd/rev_0c5eb72-fd2f1fd.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_6bb7a30_1a8a012/rev_6bb7a30-1a8a012.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4dcccaf_82b71ac/rev_4dcccaf-82b71ac.revisions;0;0;0;0;44
/experiment/projects/dropwizard-metrics/revisions/rev_4685844_6440300/rev_4685844-6440300.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_1918822_3c739af/rev_1918822-3c739af.revisions;0;0;0;0;55
/experiment/projects/dropwizard-metrics/revisions/rev_0c84f4f_aced471/rev_0c84f4f-aced471.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_7eb7aff_4d9004d/rev_7eb7aff-4d9004d.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_61a9de3_19b799b/rev_61a9de3-19b799b.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_2273ea2_d290eb7/rev_2273ea2-d290eb7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8236388_83e6f69/rev_8236388-83e6f69.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c636e19_911906e/rev_c636e19-911906e.revisions;0;0;0;0;13
/experiment/projects/dropwizard-metrics/revisions/rev_3d2f561_69eafe7/rev_3d2f561-69eafe7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_105d255_3e2ca3b/rev_105d255-3e2ca3b.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_d9d307a_e56f028/rev_d9d307a-e56f028.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_5e94965_50d3b70/rev_5e94965-50d3b70.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_9877a87_6d31710/rev_9877a87-6d31710.revisions;0;0;0;0;13
/experiment/projects/dropwizard-metrics/revisions/rev_70fc162_981dfa8/rev_70fc162-981dfa8.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8c917ce_c666b36/rev_8c917ce-c666b36.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_54fd789_ad65239/rev_54fd789-ad65239.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_d93e343_842701f/rev_d93e343-842701f.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_e7b5c70_be6989b/rev_e7b5c70-be6989b.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_e613956_8a1e14f/rev_e613956-8a1e14f.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_3ffa457_9919b0f/rev_3ffa457-9919b0f.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_99dc540_bcc4724/rev_99dc540-bcc4724.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_bc3e249_33bb7e8/rev_bc3e249-33bb7e8.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4f97d89_7117b28/rev_4f97d89-7117b28.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_3791493_cb183d4/rev_3791493-cb183d4.revisions;0;0;0;0;38
/experiment/projects/dropwizard-metrics/revisions/rev_1169135_cedf45f/rev_1169135-cedf45f.revisions;0;0;0;0;79
/experiment/projects/dropwizard-metrics/revisions/rev_1169135_37410b6/rev_1169135-37410b6.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_b38f45c_b97ef35/rev_b38f45c-b97ef35.revisions;0;0;0;0;257
/experiment/projects/dropwizard-metrics/revisions/rev_db6199a_b6a228c/rev_db6199a-b6a228c.revisions;0;0;0;0;87
/experiment/projects/dropwizard-metrics/revisions/rev_7ba576b_1882304/rev_7ba576b-1882304.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_17c7624_fc16b40/rev_17c7624-fc16b40.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c2aaf67_bfedfc8/rev_c2aaf67-bfedfc8.revisions;0;0;0;0;21
/experiment/projects/dropwizard-metrics/revisions/rev_bfedfc8_f8bc404/rev_bfedfc8-f8bc404.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8cc96c6_1371f5a/rev_8cc96c6-1371f5a.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_b7976ef_65faea8/rev_b7976ef-65faea8.revisions;0;0;0;0;167
/experiment/projects/dropwizard-metrics/revisions/rev_ce7cdff_48140b7/rev_ce7cdff-48140b7.revisions;0;0;0;0;321
/experiment/projects/dropwizard-metrics/revisions/rev_0e98832_92f7d92/rev_0e98832-92f7d92.revisions;0;0;0;0;120
/experiment/projects/dropwizard-metrics/revisions/rev_41ba6c3_d814f12/rev_41ba6c3-d814f12.revisions;0;0;0;0;288
/experiment/projects/dropwizard-metrics/revisions/rev_c196486_5f345a8/rev_c196486-5f345a8.revisions;0;0;0;0;50
/experiment/projects/dropwizard-metrics/revisions/rev_aa99124_6ccee68/rev_aa99124-6ccee68.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4d263e7_dcbd221/rev_4d263e7-dcbd221.revisions;0;0;0;0;220
/experiment/projects/dropwizard-metrics/revisions/rev_8c97abb_2156faf/rev_8c97abb-2156faf.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_94fd5fc_6c4d610/rev_94fd5fc-6c4d610.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_d4dfaa3_b9f6b43/rev_d4dfaa3-b9f6b43.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_ec5f943_6e42ba6/rev_ec5f943-6e42ba6.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_22328e5_487f870/rev_22328e5-487f870.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8236891_d40abed/rev_8236891-d40abed.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_595afb5_3866163/rev_595afb5-3866163.revisions;0;0;0;0;71
/experiment/projects/dropwizard-metrics/revisions/rev_c2dd9fe_9ca27e0/rev_c2dd9fe-9ca27e0.revisions;0;0;0;0;337
/experiment/projects/dropwizard-metrics/revisions/rev_13e80ef_1e4afa6/rev_13e80ef-1e4afa6.revisions;0;0;0;0;281
/experiment/projects/dropwizard-metrics/revisions/rev_12696eb_9505a72/rev_12696eb-9505a72.revisions;0;0;0;0;237
/experiment/projects/dropwizard-metrics/revisions/rev_bf79fa0_1414d5e/rev_bf79fa0-1414d5e.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_73b2e5f_cb6980f/rev_73b2e5f-cb6980f.revisions;0;0;0;0;35
/experiment/projects/dropwizard-metrics/revisions/rev_cb6980f_5b763a3/rev_cb6980f-5b763a3.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_fc65b6f_141611a/rev_fc65b6f-141611a.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_46f0f1a_698ba1e/rev_46f0f1a-698ba1e.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_1429b95_2a31615/rev_1429b95-2a31615.revisions;0;0;0;0;4
/experiment/projects/dropwizard-metrics/revisions/rev_00c0af9_7100a36/rev_00c0af9-7100a36.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_2fd2a1b_a43c4fb/rev_2fd2a1b-a43c4fb.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_76c3782_84801bf/rev_76c3782-84801bf.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_91a44a4_26c4cd2/rev_91a44a4-26c4cd2.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_5bf3464_28e6556/rev_5bf3464-28e6556.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_72525f6_c91dc63/rev_72525f6-c91dc63.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_6b3a014_35ca52a/rev_6b3a014-35ca52a.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_72d67ef_a3e96ee/rev_72d67ef-a3e96ee.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_dff1a69_1d91b00/rev_dff1a69-1d91b00.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c309a8b_f57cdf9/rev_c309a8b-f57cdf9.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_637369e_a994a39/rev_637369e-a994a39.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_a30d112_aa76520/rev_a30d112-aa76520.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_9cd8f5b_4354313/rev_9cd8f5b-4354313.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_7fb1f98_3715e3e/rev_7fb1f98-3715e3e.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8ead546_7e2ac9a/rev_8ead546-7e2ac9a.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_effb3de_bb5207c/rev_effb3de-bb5207c.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_8a609b0_b022f04/rev_8a609b0-b022f04.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4abcd4d_0a6e215/rev_4abcd4d-0a6e215.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_29e5d6c_5222fe7/rev_29e5d6c-5222fe7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_3c369cd_06fa8c2/rev_3c369cd-06fa8c2.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_18866d2_2d6c897/rev_18866d2-2d6c897.revisions;0;0;0;0;29
/experiment/projects/dropwizard-metrics/revisions/rev_901424d_55c1424/rev_901424d-55c1424.revisions;0;0;0;0;29
/experiment/projects/dropwizard-metrics/revisions/rev_15dde82_68599c4/rev_15dde82-68599c4.revisions;0;0;0;0;29
/experiment/projects/dropwizard-metrics/revisions/rev_36039b5_0de0f4d/rev_36039b5-0de0f4d.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_32120b9_05396cf/rev_32120b9-05396cf.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_3816803_f79e08c/rev_3816803-f79e08c.revisions;0;0;0;0;29
/experiment/projects/dropwizard-metrics/revisions/rev_f49d1b7_508f370/rev_f49d1b7-508f370.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_a70c71f_68e6d94/rev_a70c71f-68e6d94.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c0992a1_910088f/rev_c0992a1-910088f.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_57ee10e_9abea4a/rev_57ee10e-9abea4a.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_574384a_3579f11/rev_574384a-3579f11.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_3579f11_0194e53/rev_3579f11-0194e53.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_c37abeb_28424b7/rev_c37abeb-28424b7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_7a4a7bc_b8733df/rev_7a4a7bc-b8733df.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_108acb2_3ccd7a1/rev_108acb2-3ccd7a1.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_d18b6ab_5d9ffa5/rev_d18b6ab-5d9ffa5.revisions;0;0;0;0;7
/experiment/projects/dropwizard-metrics/revisions/rev_160ac13_4a0b79b/rev_160ac13-4a0b79b.revisions;0;0;0;0;7
/experiment/projects/dropwizard-metrics/revisions/rev_51ab8d7_aece346/rev_51ab8d7-aece346.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_4df3b39_71448b7/rev_4df3b39-71448b7.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_876d506_9fb2301/rev_876d506-9fb2301.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_6b6aefb_a2f9f68/rev_6b6aefb-a2f9f68.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_1d5f111_ee77f20/rev_1d5f111-ee77f20.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_cf0013d_a16fa90/rev_cf0013d-a16fa90.revisions;0;0;0;0;6
/experiment/projects/dropwizard-metrics/revisions/rev_59e7627_4e52f96/rev_59e7627-4e52f96.revisions;0;0;0;0;0
/experiment/projects/dropwizard-metrics/revisions/rev_2d43206_d26b540/rev_2d43206-d26b540.revisions;0;0;0;0;0
